Customer_ID,Age,Gender,City,Device_Type,Session_Duration,Pages_Viewed,Product_Category,Price,Discount,Purchase_History,Time_Spent_on_Product,Payment_Method,Cart_Value,Purchased
C00853,29,Female,Mumbai,Laptop,25,3,Home,2175,15,9,18,Debit Card,1848,No
C00854,23,Female,Mumbai,Mobile,8,3,Home,1813,25,4,12,UPI,1359,No
C00855,39,Female,Delhi,Tablet,31,14,Home,3061,30,10,6,Debit Card,2142,Yes
C00856,52,Female,Bangalore,Laptop,14,15,Home,4808,20,10,2,Credit Card,3846,Yes
C00857,50,Male,Kolkata,Laptop,12,5,Fashion,2943,10,9,20,Debit Card,2648,No
C00858,47,Female,Delhi,Mobile,15,15,Fashion,2756,30,7,8,Credit Card,1929,Yes
C00859,46,Male,Delhi,Mobile,23,15,Fashion,2251,30,1,17,Debit Card,1575,Yes
C00860,40,Female,Mumbai,Laptop,18,12,Beauty,1914,25,5,12,Debit Card,1435,Yes
C00861,19,Male,Mumbai,Mobile,35,7,Beauty,1280,10,7,4,Debit Card,1152,Yes
C00862,42,Male,Chennai,Mobile,15,11,Beauty,1808,15,2,7,UPI,1536,Yes
C00863,53,Male,Bangalore,Tablet,24,9,Electronics,14117,10,2,14,Credit Card,12705,Yes
C00864,31,Male,Delhi,Tablet,21,3,Beauty,617,15,9,2,UPI,524,No
C00865,38,Female,Chennai,Mobile,8,4,Beauty,1479,30,2,14,UPI,1035,No
C00866,26,Male,Delhi,Laptop,31,13,Beauty,825,25,10,11,Debit Card,618,Yes
C00867,30,Female,Delhi,Mobile,5,4,Beauty,631,20,10,9,Debit Card,504,No
C00868,39,Female,Chennai,Laptop,23,2,Electronics,17434,30,8,13,Debit Card,12203,No
C00869,37,Female,Hyderabad,Mobile,18,5,Fashion,4686,25,7,16,Credit Card,3514,No
C00870,29,Male,Chennai,Tablet,35,2,Fashion,4627,10,5,19,Credit Card,4164,No
C00871,22,Male,Chennai,Laptop,29,10,Electronics,20082,5,2,18,Credit Card,19077,No
C00872,44,Female,Mumbai,Laptop,11,10,Electronics,23144,5,2,16,Credit Card,21986,No
C00873,39,Female,Kolkata,Mobile,17,2,Electronics,16211,5,3,12,Debit Card,15400,No
C00874,47,Female,Chennai,Mobile,7,10,Fashion,3922,20,3,17,Credit Card,3137,No
C00875,28,Male,Kolkata,Mobile,24,3,Fashion,2204,5,9,14,UPI,2093,No
C00876,22,Male,Pune,Laptop,9,9,Home,2957,10,1,19,UPI,2661,No
C00877,46,Male,Kolkata,Tablet,30,10,Electronics,20799,30,5,16,UPI,14559,Yes
C00878,18,Male,Kolkata,Laptop,29,5,Fashion,2534,10,4,4,UPI,2280,No
C00879,44,Male,Bangalore,Laptop,31,5,Electronics,15227,5,3,7,UPI,14465,No
C00880,44,Male,Kolkata,Laptop,15,10,Fashion,3558,10,9,14,Credit Card,3202,Yes
C00881,25,Male,Mumbai,Mobile,16,7,Fashion,1061,20,6,2,Credit Card,848,Yes
C00882,31,Female,Mumbai,Mobile,26,15,Home,4522,5,2,8,Credit Card,4295,No
C00883,37,Female,Bangalore,Tablet,22,14,Fashion,2031,5,10,12,Debit Card,1929,No
C00884,42,Male,Delhi,Mobile,25,14,Home,5449,5,6,2,Debit Card,5176,No
C00885,55,Female,Chennai,Tablet,25,13,Fashion,3062,25,1,9,UPI,2296,Yes
C00886,25,Female,Mumbai,Tablet,18,14,Fashion,3538,5,1,6,Credit Card,3361,No
C00887,49,Female,Mumbai,Mobile,17,5,Electronics,15800,30,10,16,Debit Card,11060,No
C00888,39,Male,Delhi,Laptop,25,14,Electronics,25067,20,5,2,UPI,20053,Yes
C00889,39,Female,Mumbai,Mobile,22,2,Fashion,4282,30,4,14,Debit Card,2997,No
C00890,38,Male,Chennai,Tablet,5,3,Beauty,643,10,1,6,UPI,578,No
C00891,26,Male,Mumbai,Tablet,22,15,Fashion,1967,25,2,15,Debit Card,1475,Yes
C00892,47,Female,Mumbai,Tablet,11,5,Beauty,861,25,4,11,Credit Card,645,No
C00893,54,Female,Pune,Mobile,13,15,Beauty,663,15,7,14,UPI,563,Yes
C00894,48,Female,Chennai,Tablet,24,13,Beauty,819,20,1,14,Credit Card,655,Yes
C00895,23,Female,Hyderabad,Tablet,9,10,Fashion,2053,20,8,11,Credit Card,1642,No
C00896,36,Female,Hyderabad,Tablet,20,3,Home,2619,30,8,8,UPI,1833,No
C00897,30,Male,Bangalore,Tablet,28,13,Home,5525,20,7,14,Debit Card,4420,Yes
C00898,41,Female,Chennai,Laptop,25,11,Electronics,21395,5,2,14,Debit Card,20325,No
C00899,28,Male,Kolkata,Laptop,35,6,Home,5674,30,8,13,Debit Card,3971,Yes
C00900,21,Female,Chennai,Tablet,12,5,Beauty,570,15,1,6,Credit Card,484,No
C00901,47,Male,Delhi,Mobile,24,11,Fashion,1050,5,2,14,Credit Card,997,No
C00902,55,Male,Hyderabad,Mobile,33,8,Fashion,4398,20,5,11,Debit Card,3518,Yes
C00903,52,Female,Hyderabad,Laptop,28,8,Electronics,11580,30,10,13,UPI,8105,Yes
C00904,35,Male,Pune,Laptop,27,6,Electronics,13518,20,1,5,UPI,10814,Yes
C00905,44,Female,Pune,Laptop,28,8,Fashion,1722,15,3,6,UPI,1463,Yes
C00906,49,Male,Hyderabad,Mobile,19,11,Fashion,1760,10,1,7,UPI,1584,Yes
C00907,34,Female,Chennai,Tablet,34,11,Electronics,28854,10,2,11,UPI,25968,Yes
C00908,42,Male,Delhi,Mobile,15,2,Fashion,2957,20,2,2,UPI,2365,No
C00909,35,Male,Pune,Tablet,30,2,Electronics,14916,25,1,14,Debit Card,11187,No
C00910,51,Female,Chennai,Laptop,29,7,Beauty,1189,15,6,12,UPI,1010,Yes
C00911,41,Female,Chennai,Tablet,6,7,Home,2320,5,8,14,Debit Card,2204,No
C00912,26,Male,Hyderabad,Mobile,32,10,Home,3536,15,8,17,Debit Card,3005,Yes
C00913,44,Male,Bangalore,Tablet,35,15,Home,1636,30,6,3,Debit Card,1145,Yes
C00914,38,Female,Mumbai,Tablet,20,8,Electronics,19414,20,8,5,Debit Card,15531,Yes
C00915,42,Female,Hyderabad,Mobile,27,4,Electronics,12189,20,2,11,Debit Card,9751,No
C00916,53,Female,Mumbai,Laptop,35,3,Beauty,1857,25,4,9,UPI,1392,No
C00917,28,Male,Bangalore,Laptop,27,2,Fashion,4805,15,7,10,UPI,4084,No
C00918,34,Female,Pune,Mobile,26,4,Beauty,685,30,6,9,Debit Card,479,No
C00919,22,Female,Chennai,Tablet,28,13,Beauty,1839,30,9,15,UPI,1287,Yes
C00920,32,Female,Bangalore,Laptop,7,3,Electronics,19148,30,10,8,Debit Card,13403,No
C00921,25,Female,Mumbai,Laptop,35,8,Electronics,18184,5,10,19,UPI,17274,No
C00922,42,Female,Delhi,Laptop,30,12,Fashion,3128,30,10,20,UPI,2189,Yes
C00923,24,Female,Bangalore,Tablet,32,9,Home,2685,15,4,17,Debit Card,2282,Yes
C00924,47,Male,Hyderabad,Laptop,9,13,Electronics,27624,15,5,18,Debit Card,23480,No
C00925,25,Female,Kolkata,Tablet,23,9,Fashion,3027,15,7,3,Credit Card,2572,Yes
C00926,27,Male,Kolkata,Tablet,34,14,Fashion,3868,30,1,7,Credit Card,2707,Yes
C00927,43,Female,Kolkata,Tablet,34,15,Fashion,1088,25,7,12,Credit Card,816,Yes
C00928,48,Female,Kolkata,Laptop,17,3,Home,3813,30,4,19,Credit Card,2669,No
C00929,24,Male,Delhi,Tablet,32,14,Electronics,17963,20,3,20,UPI,14370,Yes
C00930,46,Female,Delhi,Mobile,11,5,Fashion,4011,30,1,13,Debit Card,2807,No
C00931,54,Male,Pune,Mobile,17,8,Fashion,4792,5,2,13,Credit Card,4552,No
C00932,29,Male,Bangalore,Tablet,25,7,Beauty,804,30,7,9,UPI,562,Yes
C00933,25,Male,Chennai,Laptop,14,13,Fashion,3673,30,7,4,Credit Card,2571,Yes
C00934,42,Female,Pune,Tablet,19,7,Electronics,11932,5,2,5,Credit Card,11335,No
C00935,50,Male,Bangalore,Tablet,23,11,Beauty,1060,30,2,20,UPI,742,Yes
C00936,42,Female,Pune,Tablet,18,6,Fashion,1407,15,2,19,UPI,1195,Yes
C00937,43,Male,Chennai,Tablet,31,10,Beauty,630,25,10,19,Debit Card,472,Yes
C00938,25,Male,Pune,Mobile,10,15,Fashion,1021,25,8,12,UPI,765,No
C00939,20,Male,Hyderabad,Mobile,25,4,Electronics,26431,15,1,4,UPI,22466,No
C00940,50,Female,Delhi,Tablet,10,8,Electronics,16137,15,1,18,Credit Card,13716,No
C00941,52,Female,Mumbai,Tablet,20,13,Home,5781,15,10,19,Debit Card,4913,Yes
C00942,31,Male,Pune,Mobile,12,2,Fashion,1580,15,4,6,Debit Card,1343,No
C00943,53,Male,Hyderabad,Laptop,13,4,Beauty,652,25,5,10,Credit Card,489,No
C00944,28,Female,Chennai,Mobile,35,6,Beauty,1922,10,9,8,UPI,1729,Yes
C00945,35,Male,Pune,Laptop,23,12,Fashion,2719,10,6,15,Credit Card,2447,Yes
C00946,19,Male,Bangalore,Laptop,8,10,Electronics,25968,20,2,12,Debit Card,20774,No
C00947,23,Female,Delhi,Laptop,9,15,Fashion,2120,5,2,14,UPI,2014,No
C00948,42,Male,Kolkata,Mobile,10,10,Home,5510,5,9,13,Debit Card,5234,No
C00949,54,Female,Hyderabad,Laptop,24,3,Electronics,13595,15,7,7,Credit Card,11555,No
C00950,52,Female,Chennai,Tablet,9,6,Electronics,24828,30,3,6,UPI,17379,No
C00951,42,Female,Bangalore,Tablet,25,7,Fashion,3777,25,7,16,UPI,2832,Yes
C00952,46,Female,Kolkata,Laptop,21,6,Home,5004,25,4,11,Debit Card,3753,Yes
C00953,23,Female,Chennai,Laptop,32,3,Electronics,10513,30,4,4,UPI,7359,No
C00954,54,Male,Bangalore,Tablet,14,10,Beauty,521,20,9,6,Credit Card,416,Yes
C00955,49,Male,Chennai,Mobile,24,5,Electronics,21925,30,9,13,UPI,15347,No
C00956,51,Male,Hyderabad,Laptop,35,4,Fashion,1716,5,6,6,Debit Card,1630,No
C00957,40,Male,Chennai,Laptop,17,4,Home,2427,15,4,19,UPI,2062,No
C00958,36,Female,Chennai,Laptop,13,5,Electronics,28682,25,7,8,Credit Card,21511,No
C00959,50,Male,Chennai,Tablet,32,9,Electronics,19657,5,10,16,Credit Card,18674,No
C00960,37,Female,Bangalore,Mobile,16,13,Fashion,2646,15,1,5,Credit Card,2249,Yes
C00961,49,Male,Bangalore,Tablet,21,4,Beauty,753,20,1,6,Debit Card,602,No
C00962,34,Male,Chennai,Laptop,16,6,Home,5008,10,9,10,UPI,4507,Yes
C00963,46,Female,Mumbai,Mobile,16,13,Beauty,511,15,4,5,UPI,434,Yes
C00964,36,Male,Mumbai,Laptop,18,13,Home,1758,10,4,17,Debit Card,1582,Yes
C00965,35,Male,Chennai,Laptop,22,9,Fashion,2330,20,9,14,UPI,1864,Yes
C00966,25,Male,Kolkata,Mobile,9,4,Home,5596,5,4,3,Debit Card,5316,No
C00967,39,Female,Hyderabad,Tablet,5,8,Beauty,1092,15,8,4,Credit Card,928,No
C00968,33,Male,Pune,Tablet,10,5,Home,2442,15,4,15,UPI,2075,No
C00969,48,Male,Pune,Tablet,21,11,Fashion,1772,25,3,9,UPI,1329,Yes
C00970,26,Female,Bangalore,Laptop,11,4,Beauty,536,25,4,4,UPI,402,No
C00971,42,Female,Hyderabad,Laptop,27,12,Fashion,1908,15,7,17,UPI,1621,Yes
C00972,50,Female,Pune,Mobile,14,3,Home,4478,15,6,15,UPI,3806,No
C00973,38,Male,Mumbai,Mobile,5,2,Home,3236,15,8,10,Debit Card,2750,No
C00974,24,Female,Mumbai,Laptop,35,9,Home,4238,15,2,5,Debit Card,3602,Yes
C00975,18,Male,Delhi,Laptop,28,14,Home,5832,25,6,9,Debit Card,4374,Yes
C00976,35,Male,Hyderabad,Laptop,7,3,Fashion,3578,30,10,5,UPI,2504,No
C00977,55,Male,Mumbai,Tablet,19,3,Electronics,25910,25,6,11,Debit Card,19432,No
C00978,48,Male,Hyderabad,Tablet,9,2,Fashion,1785,20,9,10,Debit Card,1428,No
C00979,40,Female,Chennai,Tablet,27,3,Beauty,638,20,7,18,Debit Card,510,No
C00980,19,Male,Hyderabad,Laptop,27,4,Home,1872,25,1,8,Debit Card,1404,No
C00981,43,Female,Pune,Tablet,32,10,Electronics,13423,20,9,14,Debit Card,10738,Yes
C00982,42,Female,Hyderabad,Laptop,11,4,Electronics,13242,25,4,20,Debit Card,9931,No
C00983,18,Female,Hyderabad,Tablet,28,10,Home,3985,10,5,10,Debit Card,3586,Yes
C00984,25,Male,Mumbai,Mobile,22,5,Home,1820,30,3,10,UPI,1274,No
C00985,35,Male,Pune,Mobile,31,5,Electronics,8045,30,6,13,Credit Card,5631,No
C00986,23,Female,Pune,Mobile,18,11,Home,4159,5,1,13,UPI,3951,No
C00987,35,Male,Delhi,Mobile,22,12,Electronics,20516,30,5,19,UPI,14361,Yes
C00988,46,Male,Delhi,Laptop,11,11,Beauty,818,20,4,15,Credit Card,654,Yes
C00989,27,Female,Bangalore,Laptop,10,9,Fashion,4340,10,4,20,Credit Card,3906,No
C00990,29,Female,Bangalore,Laptop,10,4,Beauty,1907,25,4,4,UPI,1430,No
C00991,22,Female,Mumbai,Laptop,34,12,Beauty,705,30,9,6,Debit Card,493,Yes
C00992,18,Male,Chennai,Laptop,5,3,Electronics,29118,5,3,9,UPI,27662,No
C00993,35,Male,Pune,Tablet,5,14,Electronics,11484,25,6,4,UPI,8613,No
C00994,26,Female,Kolkata,Tablet,33,9,Fashion,2259,15,8,6,UPI,1920,Yes
C00995,21,Female,Pune,Tablet,8,2,Electronics,11369,25,5,5,Debit Card,8526,No
C00996,44,Male,Bangalore,Mobile,5,5,Beauty,1289,10,6,11,UPI,1160,No
C00997,42,Male,Chennai,Mobile,8,5,Electronics,17234,15,2,12,UPI,14648,No
C00998,41,Male,Bangalore,Tablet,9,4,Beauty,1586,15,10,7,Debit Card,1348,No
C00999,45,Male,Pune,Tablet,14,11,Home,4353,5,5,17,Debit Card,4135,No
C01000,41,Female,Kolkata,Tablet,30,3,Electronics,12870,30,3,12,UPI,9009,No
C01001,42,Female,Pune,Laptop,31,3,Electronics,26934,20,5,6,UPI,21547,No
C01002,38,Male,Mumbai,Laptop,16,7,Beauty,1368,20,7,12,UPI,1094,Yes
C01003,33,Female,Chennai,Tablet,20,10,Beauty,1590,25,4,14,UPI,1192,Yes
C01004,55,Female,Hyderabad,Tablet,29,13,Fashion,3879,5,4,13,UPI,3685,No
C01005,31,Male,Delhi,Tablet,20,4,Electronics,9952,15,6,6,Credit Card,8459,No
C01006,47,Male,Kolkata,Tablet,34,8,Fashion,1863,10,1,6,UPI,1676,Yes
C01007,27,Female,Pune,Mobile,27,8,Home,1943,30,2,20,UPI,1360,Yes
C01008,48,Male,Bangalore,Mobile,16,4,Electronics,16029,5,1,20,Credit Card,15227,No
C01009,27,Male,Chennai,Tablet,9,13,Home,5351,20,6,16,Debit Card,4280,No
C01010,18,Female,Bangalore,Mobile,6,12,Electronics,27797,10,9,7,UPI,25017,No
C01011,43,Female,Pune,Laptop,22,13,Home,5611,15,4,15,UPI,4769,Yes
C01012,35,Male,Hyderabad,Laptop,35,4,Fashion,2640,25,1,9,Credit Card,1980,No
C01013,29,Male,Kolkata,Tablet,19,9,Home,4818,20,3,3,Credit Card,3854,Yes
C01014,45,Male,Delhi,Mobile,8,3,Home,4248,5,4,11,UPI,4035,No
C01015,52,Male,Bangalore,Mobile,24,2,Home,3037,25,4,3,UPI,2277,No
C01016,35,Male,Hyderabad,Tablet,6,11,Beauty,593,5,6,4,Credit Card,563,No
C01017,18,Female,Kolkata,Laptop,35,8,Fashion,2288,20,6,6,Debit Card,1830,Yes
C01018,24,Female,Chennai,Tablet,21,3,Fashion,1097,25,7,17,Debit Card,822,No
C01019,20,Female,Mumbai,Mobile,26,9,Electronics,28511,5,4,8,Debit Card,27085,No
C01020,27,Male,Hyderabad,Tablet,28,11,Home,5165,10,6,11,Credit Card,4648,Yes
C01021,45,Male,Pune,Tablet,17,5,Fashion,3500,25,2,6,Debit Card,2625,No
C01022,49,Male,Kolkata,Mobile,9,14,Home,5982,5,8,5,Credit Card,5682,No
C01023,38,Male,Delhi,Mobile,7,6,Home,4394,5,2,7,Debit Card,4174,No
C01024,47,Female,Chennai,Laptop,29,9,Fashion,4849,5,10,17,UPI,4606,No
C01025,41,Female,Chennai,Laptop,32,11,Fashion,2805,15,9,12,Credit Card,2384,Yes
C01026,23,Female,Hyderabad,Laptop,13,12,Electronics,28336,30,1,9,Debit Card,19835,Yes
C01027,53,Male,Mumbai,Mobile,14,8,Fashion,3335,20,2,9,Credit Card,2668,Yes
C01028,47,Male,Delhi,Laptop,19,12,Beauty,723,5,3,5,Credit Card,686,No
C01029,45,Male,Chennai,Laptop,7,7,Home,5483,10,8,5,Credit Card,4934,No
C01030,47,Male,Hyderabad,Mobile,35,9,Fashion,3622,10,6,20,UPI,3259,Yes
C01031,42,Male,Kolkata,Laptop,30,8,Beauty,937,5,4,2,Debit Card,890,No
C01032,45,Female,Delhi,Tablet,10,3,Fashion,1283,15,7,4,Credit Card,1090,No
C01033,46,Female,Hyderabad,Mobile,26,6,Fashion,4401,5,2,15,Credit Card,4180,No
C01034,37,Male,Mumbai,Laptop,35,8,Beauty,1473,25,3,15,Credit Card,1104,Yes
C01035,54,Female,Kolkata,Mobile,22,14,Fashion,1318,30,10,6,Credit Card,922,Yes
C01036,38,Male,Mumbai,Laptop,34,4,Beauty,1148,5,7,10,Debit Card,1090,No
C01037,18,Female,Kolkata,Mobile,25,9,Electronics,9195,10,4,15,Debit Card,8275,Yes
C01038,52,Male,Hyderabad,Laptop,11,7,Fashion,4900,10,10,2,Credit Card,4410,Yes
C01039,41,Male,Delhi,Laptop,21,15,Electronics,24355,30,8,15,Credit Card,17048,Yes
C01040,40,Female,Kolkata,Tablet,18,10,Home,2428,10,8,15,Credit Card,2185,Yes
C01041,29,Male,Hyderabad,Laptop,17,6,Beauty,1798,15,10,5,UPI,1528,Yes
C01042,24,Male,Pune,Mobile,24,8,Electronics,24266,30,10,19,UPI,16986,Yes
C01043,46,Male,Pune,Laptop,32,8,Fashion,1912,20,9,14,UPI,1529,Yes
C01044,30,Female,Bangalore,Laptop,35,14,Beauty,1345,30,7,2,Credit Card,941,Yes
C01045,32,Female,Delhi,Tablet,13,6,Beauty,1878,10,1,15,UPI,1690,Yes
C01046,18,Male,Mumbai,Laptop,31,15,Home,4245,10,10,15,UPI,3820,Yes
C01047,53,Female,Mumbai,Tablet,25,8,Electronics,26935,20,3,14,Debit Card,21548,Yes
C01048,29,Female,Delhi,Tablet,10,8,Fashion,1407,30,3,18,UPI,984,No
C01049,54,Female,Kolkata,Tablet,34,6,Fashion,4885,15,4,4,UPI,4152,Yes
C01050,19,Female,Bangalore,Tablet,29,11,Fashion,1113,25,9,4,Debit Card,834,Yes
C01051,42,Male,Pune,Tablet,9,9,Home,3028,10,4,11,UPI,2725,No
C01052,52,Male,Pune,Laptop,29,6,Electronics,17010,5,3,2,Debit Card,16159,No
C01053,55,Male,Bangalore,Laptop,34,11,Electronics,11508,10,5,10,UPI,10357,Yes
C01054,23,Male,Chennai,Laptop,34,15,Fashion,2600,5,8,2,Credit Card,2470,No
C01055,22,Female,Pune,Mobile,11,12,Beauty,1268,15,8,7,UPI,1077,Yes
C01056,37,Male,Mumbai,Tablet,23,12,Electronics,11840,15,6,17,Debit Card,10064,Yes
C01057,52,Male,Mumbai,Tablet,28,6,Electronics,14319,25,1,19,UPI,10739,Yes
C01058,51,Male,Mumbai,Laptop,8,5,Electronics,18732,10,4,4,Debit Card,16858,No
C01059,26,Female,Delhi,Laptop,11,3,Home,3911,20,8,15,Debit Card,3128,No
C01060,43,Male,Delhi,Mobile,11,12,Home,4718,5,10,20,Credit Card,4482,No
C01061,28,Male,Pune,Laptop,18,9,Beauty,1721,30,5,12,Debit Card,1204,Yes
C01062,24,Female,Chennai,Mobile,23,7,Home,2026,20,3,3,Debit Card,1620,Yes
C01063,34,Female,Delhi,Tablet,31,12,Home,4762,5,2,7,Credit Card,4523,No
C01064,45,Male,Delhi,Mobile,7,5,Home,4547,10,6,5,UPI,4092,No
C01065,38,Male,Pune,Laptop,11,9,Home,3405,25,2,14,Credit Card,2553,Yes
C01066,31,Male,Bangalore,Tablet,13,13,Electronics,26807,30,7,15,Credit Card,18764,Yes
C01067,38,Male,Mumbai,Mobile,30,9,Beauty,595,15,7,5,UPI,505,Yes
C01068,46,Male,Hyderabad,Laptop,23,8,Fashion,3360,5,5,2,Debit Card,3192,No
C01069,54,Male,Chennai,Laptop,9,15,Beauty,575,25,9,3,Credit Card,431,No
C01070,19,Male,Chennai,Mobile,31,14,Beauty,1981,15,5,12,Credit Card,1683,Yes
C01071,43,Male,Hyderabad,Laptop,20,11,Electronics,20888,15,8,17,Debit Card,17754,Yes
C01072,25,Female,Hyderabad,Mobile,5,5,Electronics,8340,10,2,12,Debit Card,7506,No
C01073,45,Male,Mumbai,Mobile,11,13,Home,5903,5,1,10,UPI,5607,No
C01074,25,Male,Delhi,Mobile,13,7,Beauty,1052,30,3,6,Debit Card,736,Yes
C01075,47,Male,Mumbai,Laptop,32,4,Beauty,1804,20,2,18,Debit Card,1443,No
C01076,33,Female,Pune,Laptop,13,7,Beauty,962,5,5,11,Debit Card,913,No
C01077,23,Female,Hyderabad,Mobile,26,12,Fashion,3846,5,2,17,UPI,3653,No
C01078,31,Male,Pune,Mobile,19,15,Beauty,884,20,2,12,UPI,707,Yes
C01079,55,Female,Kolkata,Laptop,27,9,Fashion,4472,25,2,6,UPI,3354,Yes
C01080,41,Female,Chennai,Tablet,21,5,Beauty,884,5,5,15,UPI,839,No
C01081,37,Male,Mumbai,Laptop,33,3,Electronics,15882,5,8,7,Credit Card,15087,No
C01082,19,Female,Pune,Tablet,19,7,Home,2469,25,2,13,Credit Card,1851,Yes
C01083,31,Male,Chennai,Tablet,18,10,Home,1935,20,5,13,UPI,1548,Yes
C01084,21,Female,Pune,Laptop,11,6,Fashion,2649,10,10,10,Debit Card,2384,Yes
C01085,49,Female,Bangalore,Tablet,6,12,Fashion,4927,5,4,5,UPI,4680,No
C01086,20,Female,Mumbai,Mobile,22,3,Home,3355,25,7,14,Credit Card,2516,No
C01087,24,Male,Pune,Tablet,13,9,Fashion,1700,10,6,11,Debit Card,1530,Yes
C01088,36,Male,Bangalore,Mobile,21,13,Beauty,1125,30,4,7,Credit Card,787,Yes
C01089,22,Male,Mumbai,Laptop,33,9,Fashion,4941,5,8,15,Credit Card,4693,No
C01090,19,Male,Delhi,Mobile,10,12,Electronics,27464,15,8,20,UPI,23344,No
C01091,49,Male,Chennai,Mobile,6,15,Electronics,26588,30,5,9,Debit Card,18611,No
C01092,50,Male,Kolkata,Mobile,29,3,Electronics,17981,30,6,16,Credit Card,12586,No
C01093,40,Female,Pune,Laptop,13,7,Beauty,527,15,5,12,Debit Card,447,Yes
C01094,48,Male,Delhi,Tablet,21,13,Electronics,12846,20,4,6,Credit Card,10276,Yes
C01095,49,Male,Mumbai,Tablet,28,13,Beauty,1236,10,2,8,Credit Card,1112,Yes
C01096,24,Female,Pune,Tablet,22,9,Fashion,2086,30,6,12,Credit Card,1460,Yes
C01097,55,Female,Delhi,Laptop,11,2,Home,2507,20,8,20,Credit Card,2005,No
C01098,36,Male,Bangalore,Laptop,34,12,Fashion,2910,30,3,18,Credit Card,2036,Yes
C01099,53,Male,Delhi,Laptop,14,3,Home,1627,20,1,8,Credit Card,1301,No
C01100,55,Male,Bangalore,Laptop,14,2,Beauty,1221,30,1,3,Credit Card,854,No
C01101,26,Female,Delhi,Tablet,26,14,Fashion,4906,5,5,6,Debit Card,4660,No
C01102,30,Female,Hyderabad,Mobile,14,5,Electronics,23505,15,4,14,Credit Card,19979,No
C01103,43,Male,Delhi,Laptop,24,6,Fashion,3309,20,6,20,UPI,2647,Yes
C01104,30,Female,Mumbai,Laptop,22,5,Home,3998,5,5,20,Debit Card,3798,No
C01105,47,Male,Chennai,Laptop,8,4,Beauty,1921,15,9,13,Credit Card,1632,No
C01106,40,Female,Chennai,Laptop,35,8,Beauty,556,25,1,15,UPI,417,Yes
C01107,26,Female,Kolkata,Mobile,23,10,Home,2542,25,9,20,Credit Card,1906,Yes
C01108,21,Female,Mumbai,Laptop,26,2,Beauty,1560,20,1,4,UPI,1248,No
C01109,35,Male,Delhi,Tablet,8,15,Home,5444,30,6,3,UPI,3810,No
C01110,55,Male,Pune,Mobile,21,4,Beauty,779,10,3,11,Debit Card,701,No
C01111,37,Male,Kolkata,Laptop,24,13,Fashion,1469,5,1,6,Debit Card,1395,No
C01112,25,Male,Mumbai,Mobile,8,9,Electronics,24574,20,7,3,UPI,19659,No
C01113,37,Female,Chennai,Mobile,31,5,Home,5097,30,10,5,Credit Card,3567,No
C01114,27,Male,Mumbai,Mobile,31,13,Fashion,1699,25,9,8,Credit Card,1274,Yes
C01115,48,Female,Delhi,Tablet,8,11,Beauty,1252,30,5,14,Credit Card,876,No
C01116,24,Female,Chennai,Laptop,9,2,Home,5244,5,10,14,UPI,4981,No
C01117,55,Female,Bangalore,Tablet,25,12,Beauty,587,15,3,16,Debit Card,498,Yes
C01118,47,Female,Bangalore,Mobile,16,10,Fashion,2428,30,9,14,Debit Card,1699,Yes
C01119,22,Male,Pune,Mobile,16,12,Home,5264,30,3,10,Debit Card,3684,Yes
C01120,37,Female,Bangalore,Tablet,20,8,Beauty,1740,30,3,20,Debit Card,1218,Yes
C01121,50,Female,Mumbai,Tablet,15,11,Home,4807,5,1,2,Debit Card,4566,No
C01122,28,Male,Bangalore,Tablet,8,9,Beauty,1162,10,4,5,UPI,1045,No
C01123,42,Female,Bangalore,Mobile,24,6,Electronics,9226,30,2,16,Credit Card,6458,Yes
C01124,19,Male,Delhi,Mobile,27,9,Beauty,772,30,10,19,UPI,540,Yes
C01125,30,Female,Chennai,Laptop,26,6,Fashion,1824,30,3,15,Debit Card,1276,Yes
C01126,30,Male,Hyderabad,Mobile,25,12,Electronics,14669,5,3,2,Credit Card,13935,No
C01127,44,Male,Delhi,Mobile,26,13,Beauty,889,10,10,17,Debit Card,800,Yes
C01128,40,Female,Hyderabad,Tablet,32,4,Electronics,22381,20,7,4,Debit Card,17904,No
C01129,23,Male,Kolkata,Tablet,14,3,Electronics,24341,10,1,19,Credit Card,21906,No
C01130,19,Male,Kolkata,Laptop,34,15,Home,4698,30,6,4,UPI,3288,Yes
C01131,36,Male,Hyderabad,Tablet,12,15,Home,4770,25,1,19,Debit Card,3577,Yes
C01132,25,Female,Delhi,Tablet,5,2,Home,4952,15,4,12,UPI,4209,No
C01133,26,Male,Hyderabad,Tablet,15,14,Electronics,15720,20,2,20,Debit Card,12576,Yes
C01134,20,Female,Bangalore,Laptop,24,13,Electronics,26069,20,3,10,Debit Card,20855,Yes
C01135,20,Male,Bangalore,Laptop,21,5,Home,5034,20,5,9,UPI,4027,No
C01136,21,Male,Kolkata,Mobile,22,11,Beauty,1896,30,1,19,Credit Card,1327,Yes
C01137,21,Female,Kolkata,Laptop,27,4,Beauty,1936,20,9,6,UPI,1548,No
C01138,46,Male,Hyderabad,Laptop,16,5,Home,5076,5,4,9,UPI,4822,No
C01139,55,Male,Mumbai,Laptop,28,14,Electronics,8488,30,4,3,UPI,5941,Yes
C01140,21,Male,Chennai,Mobile,14,2,Home,4364,25,4,11,UPI,3273,No
C01141,43,Female,Pune,Mobile,26,3,Electronics,16198,25,4,17,Debit Card,12148,No
C01142,40,Male,Chennai,Tablet,14,7,Home,3500,25,5,12,Debit Card,2625,Yes
